sample_id,cluster_id
AN0579-CW,cluster_22
AN0588-CW,cluster_22
AN0603-CW,cluster_18
AN0580-CW,cluster_22
AN0604-CW,cluster_18
AN0581-CW,cluster_22
AN0590-CW,cluster_24
AN0574-CW,cluster_24
AN0582-CW,cluster_22
AN0607-CW,cluster_18
AN0626-CW,cluster_18
AN0398-CW,cluster_18
AN0621-CW,cluster_18
AN0405-CW,cluster_18
AN0622-CW,cluster_18
AN0633-CW,cluster_24
AN0623-CW,cluster_18
AN0634-CW,cluster_24
AN0624-CW,cluster_18
AN0643-CW,cluster_22
AN0495-CW,cluster_22
AN0499-CW,cluster_22
AN0500-CW,cluster_22
AN0503-CW,cluster_22
AN0511-CW,cluster_24
AP0007-C,cluster_21
AP0021-C,cluster_21
AP0019-C,cluster_21
AP0020-C,cluster_21
AP0009-C,cluster_21
AP0002-C,cluster_21
AP0034-C,cluster_21
AP0035-C,cluster_21
AP0031-C,cluster_21
AP0008-C,cluster_21
AP0011-C,cluster_21
AP0032-C,cluster_21
AP0010-C,cluster_21
AP0025-C,cluster_21
AP0022-C,cluster_21
AP0006-C,cluster_21
AP0030-C,cluster_21
AP0023-C,cluster_21
AP0033-C,cluster_21
AP0005-C,cluster_21
AP0014-Cx,cluster_21
AP0013-Cx,cluster_21
AP0017-Cx,cluster_21
AS0001-C,cluster_14
AS0002-Cx,cluster_14
AS0003-C,cluster_14
AS0004-C,cluster_14
AS0005-C,cluster_14
AS0006-C,cluster_14
AS0007-C,cluster_14
AS0008-Cx,cluster_14
AS0009-C,cluster_14
AS0010-C,cluster_14
AS0011-C,cluster_14
AS0012-C,cluster_14
AS0013-C,cluster_14
AS0014-Cx,cluster_14
AS0015-Cx,cluster_14
AS0016-C,cluster_14
AS0017-C,cluster_14
AS0018-C,cluster_14
AS0019-Cx,cluster_14
AS0020-C,cluster_14
AS0021-C,cluster_14
AS0022-C,cluster_14
AS0023-Cx,cluster_14
AS0024-Cx,cluster_14
AS0026-C,cluster_14
AS0027-Cx,cluster_14
AS0028-C,cluster_14
AS0029-C,cluster_14
AS0030-C,cluster_14
AS0032-C,cluster_14
AS0033-C,cluster_14
AS0034-C,cluster_14
AS0035-Cx,cluster_14
AS0036-C,cluster_14
AS0037-C,cluster_14
AS0039-C,cluster_14
AS0040-C,cluster_14
AS0041-C,cluster_14
AS0042-C,cluster_14
AS0044-Cx,cluster_14
AS0045-Cx,cluster_14
AS0046-C,cluster_14
AS0047-C,cluster_14
AS0048-C,cluster_14
AS0049-C,cluster_14
AS0051-C,cluster_14
AS0052-C,cluster_14
AS0053-C,cluster_14
AS0054-C,cluster_14
AS0055-C,cluster_14
AS0056-C,cluster_14
AS0057-C,cluster_14
AS0058-Cx,cluster_14
AS0059-C,cluster_14
AS0060-C,cluster_14
AS0062-C,cluster_14
AS0064-C,cluster_14
AS0065-C,cluster_14
AS0066-C,cluster_14
AS0068-C,cluster_14
AS0069-C,cluster_14
AS0070-C,cluster_14
AS0071-C,cluster_14
AS0072-Cx,cluster_14
AS0073-C,cluster_14
AS0074-C,cluster_14
AS0076-C,cluster_14
AS0077-C,cluster_14
AS0078-C,cluster_14
AA0052-C,cluster_8
AA0103-C,cluster_8
AA0115-C,cluster_8
AA0050-C,cluster_8
AA0134-C,cluster_8
AA0063-C,cluster_8
AA0040-C,cluster_8
AA0064-C,cluster_8
AA0088-C,cluster_8
AA0100-C,cluster_8
AA0077-C,cluster_8
AA0055-C,cluster_8
AA0116-C,cluster_8
AA0059-C,cluster_8
AA0084-C,cluster_8
AA0066-C,cluster_8
AA0106-C,cluster_8
AA0107-C,cluster_8
AA0060-C,cluster_8
AA0051-C,cluster_8
AA0087-C,cluster_8
AA0065-C,cluster_8
AA0125-C,cluster_8
AA0104-C,cluster_8
AA0119-C,cluster_8
AA0061-C,cluster_8
AA0098-C,cluster_8
AA0112-C,cluster_8
AA0089-C,cluster_8
AA0101-C,cluster_8
AA0113-C,cluster_8
AA0044-C,cluster_8
AA0105-C,cluster_8
AA0070-C,cluster_8
AA0075-C,cluster_8
AA0041-C,cluster_8
AA0042-C,cluster_8
AA0114-C,cluster_8
AA0126-C,cluster_8
AA0093-C,cluster_8
AA0123-C,cluster_8
AA0054-C,cluster_8
AA0128-C,cluster_8
AA0129-C,cluster_8
AA0094-C,cluster_8
AA0118-C,cluster_8
AA0071-C,cluster_8
AA0097-C,cluster_8
AA0092-C,cluster_8
AA0047-C,cluster_8
AA0141-C,cluster_8
AA0039-C,cluster_8
AA0046-C,cluster_8
AA0095-C,cluster_8
AA0120-C,cluster_8
AA0076-C,cluster_8
AA0043-C,cluster_8
AA0127-C,cluster_8
AA0069-C,cluster_8
AA0049-C,cluster_8
AA0133-C,cluster_8
AA0110-C,cluster_8
AA0099-C,cluster_8
AA0111-C,cluster_8
AA0090-C,cluster_8
AA0067-C,cluster_8
AA0117-C,cluster_8
AA0131-C,cluster_8
AA0096-C,cluster_8
AA0053-C,cluster_8
AA0102-C,cluster_8
AA0130-C,cluster_8
AA0132-C,cluster_8
AA0085-C,cluster_8
AA0048-C,cluster_8
AA0056-C,cluster_8
AA0068-C,cluster_8
AA0058-C,cluster_8
AA0073-C,cluster_8
AA0062-C,cluster_8
AA0074-C,cluster_8
AA0138-C,cluster_8
AA0091-C,cluster_8
AA0081-C,cluster_8
AA0082-C,cluster_8
AA0109-C,cluster_8
AA0122-C,cluster_8
AA0137-C,cluster_8
AA0140-C,cluster_8
AA0079-C,cluster_8
AA0080-C,cluster_8
AA0086-C,cluster_8
AA0136-C,cluster_8
AA0139-C,cluster_8
AA0057-C,cluster_8
AA0135-C,cluster_8
AA0124-C,cluster_8
AA0045-C,cluster_8
AA0072-C,cluster_8
AA0108-C,cluster_8
AG0147-C,cluster_0
AG0159-C,cluster_0
AG0232-C,cluster_0
AG0129-C,cluster_0
AG0153-C,cluster_0
AG0163-C,cluster_0
AG0200-C,cluster_0
AG0209-C,cluster_0
AG0229-C,cluster_0
AG0230-C,cluster_0
AG0098-C,cluster_0
AG0104-C,cluster_0
AG0106-C,cluster_0
AG0120-C,cluster_0
AG0136-C,cluster_0
AG0141-C,cluster_0
AG0145-C,cluster_0
AG0148-C,cluster_0
AG0172-C,cluster_0
AG0179-C,cluster_0
AG0223-C,cluster_0
AG0118-C,cluster_0
AG0119-C,cluster_0
AG0121-C,cluster_0
AG0133-C,cluster_0
AG0134-C,cluster_0
AG0138-C,cluster_0
AG0227-C,cluster_0
AG0231-C,cluster_0
AG0102-C,cluster_0
AG0108-C,cluster_0
AG0123-C,cluster_0
AG0128-C,cluster_0
AG0137-C,cluster_0
AG0139-C,cluster_0
AG0143-C,cluster_0
AG0162-C,cluster_0
AG0170-C,cluster_0
AG0181-C,cluster_0
AG0085-C,cluster_0
AG0096-C,cluster_0
AG0126-C,cluster_0
AG0152-C,cluster_0
AG0183-C,cluster_0
AG0208-C,cluster_0
AG0214-C,cluster_0
AG0226-C,cluster_0
AG0127-C,cluster_0
AG0130-C,cluster_0
AG0135-C,cluster_0
AG0144-C,cluster_0
AG0156-C,cluster_0
AG0206-C,cluster_0
AG0221-C,cluster_0
AG0234-C,cluster_0
AG0082-C,cluster_0
AG0097-C,cluster_0
AG0100-C,cluster_0
AG0109-C,cluster_0
AG0124-C,cluster_0
AG0142-C,cluster_0
AG0146-C,cluster_0
AG0169-C,cluster_0
AG0178-C,cluster_0
AG0195-C,cluster_0
AG0089-C,cluster_0
AG0111-C,cluster_0
AG0125-C,cluster_0
AG0197-C,cluster_0
AG0202-C,cluster_0
AG0203-C,cluster_0
AG0204-C,cluster_0
AG0225-C,cluster_0
AG0263-C,cluster_0
AG0382-CW,cluster_0
AG0383-CW,cluster_0
AG0386-CW,cluster_0
AG0390-CW,cluster_0
AG0394-CW,cluster_0
AG0395-CW,cluster_0
AG0396-CW,cluster_0
AG0403-CW,cluster_0
AG0404-CW,cluster_0
AG0405-CW,cluster_0
AG0406-CW,cluster_0
AG0410-CW,cluster_0
AG0411-CW,cluster_0
AG0412-CW,cluster_0
AG0415-CW,cluster_0
AG0416-CW,cluster_0
AG0418-CW,cluster_0
AG0420-CW,cluster_0
AG0422-CW,cluster_0
AG0423-CW,cluster_0
AG0442-CW,cluster_0
AG0443-CW,cluster_0
AG0445-CW,cluster_0
AG0446-CW,cluster_0
AG0448-CW,cluster_0
AG0450-CW,cluster_0
AG0451-CW,cluster_0
AG0454-CW,cluster_0
AG0455-CW,cluster_0
AG0456-CW,cluster_0
AG0460-CW,cluster_0
AG0001-C,cluster_0
AG0003-C,cluster_0
AG0004-C,cluster_0
AG0006-C,cluster_0
AG0010-C,cluster_0
AG0045-C,cluster_0
AG0047-C,cluster_0
AG0052-C,cluster_0
AG0055-C,cluster_0
AG0056-C,cluster_0
AG0058-C,cluster_0
AG0061-C,cluster_0
AG0002-C,cluster_0
AG0005-C,cluster_0
AG0014-C,cluster_0
AG0015-C,cluster_0
AG0018-C,cluster_0
AG0019-C,cluster_0
AG0024-C,cluster_0
AG0028-C,cluster_0
AG0049-C,cluster_0
AG0051-C,cluster_0
AG0064-C,cluster_0
AG0009-C,cluster_0
AG0035-C,cluster_0
AG0037-C,cluster_0
AG0038-C,cluster_0
AG0039-C,cluster_0
AG0043-C,cluster_0
AG0068-C,cluster_0
AG0071-C,cluster_0
AG0072-C,cluster_0
AG0074-C,cluster_0
AG0075-C,cluster_0
AG0077-C,cluster_0
AG0007-C,cluster_0
AG0012-C,cluster_0
AG0013-C,cluster_0
AG0016-C,cluster_0
AG0029-C,cluster_0
AG0031-C,cluster_0
AG0044-C,cluster_0
AG0054-C,cluster_0
AG0060-C,cluster_0
AG0063-C,cluster_0
AG0065-C,cluster_0
AG0069-C,cluster_0
AG0011-C,cluster_0
AG0020-C,cluster_0
AG0022-C,cluster_0
AG0023-C,cluster_0
AG0025-C,cluster_0
AG0027-C,cluster_0
AG0032-C,cluster_0
AG0048-C,cluster_0
AG0059-C,cluster_0
AG0062-C,cluster_0
AG0066-C,cluster_0
AG0076-C,cluster_0
AG0021-C,cluster_0
AG0033-C,cluster_0
AG0040-C,cluster_0
AG0041-C,cluster_0
AG0042-C,cluster_0
AG0050-C,cluster_0
AG0053-C,cluster_0
AG0067-C,cluster_0
AG0375-C,cluster_0
AG0290-C,cluster_0
AG0330-C,cluster_0
AG0314-C,cluster_0
AG0279-C,cluster_0
AG0289-C,cluster_0
AG0352-C,cluster_0
AG0356-C,cluster_0
AG0307-C,cluster_0
AG0359-C,cluster_0
AG0310-C,cluster_0
AG0293-C,cluster_0
AG0327-C,cluster_0
AG0337-C,cluster_0
AG0366-C,cluster_0
AG0270-C,cluster_0
AG0334-C,cluster_0
AG0273-C,cluster_0
AG0306-C,cluster_0
AG0329-C,cluster_0
AG0344-C,cluster_0
AG0296-C,cluster_0
AG0285-C,cluster_0
AG0304-C,cluster_0
AG0349-C,cluster_0
AG0320-C,cluster_0
AG0323-C,cluster_0
AG0373-C,cluster_0
AG0298-C,cluster_0
AG0369-C,cluster_0
AG0283-C,cluster_0
AG0275-C,cluster_0
AG0272-C,cluster_0
AG0299-C,cluster_0
AG0315-C,cluster_0
AG0353-C,cluster_0
AG0318-C,cluster_0
AG0317-C,cluster_0
AG0374-C,cluster_0
AG0360-C,cluster_0
AG0341-C,cluster_0
AG0302-C,cluster_0
AG0357-C,cluster_0
AG0284-C,cluster_0
AG0324-C,cluster_0
AG0342-C,cluster_0
AG0287-C,cluster_0
AG0351-C,cluster_0
AG0377-C,cluster_0
AG0281-C,cluster_0
AG0371-C,cluster_0
AG0277-C,cluster_0
AG0339-C,cluster_0
AG0336-C,cluster_0
AG0348-C,cluster_0
AG0295-C,cluster_0
AG0326-C,cluster_0
AG0319-C,cluster_0
AG0300-C,cluster_0
AG0367-C,cluster_0
AG0274-C,cluster_0
AG0343-C,cluster_0
AG0358-C,cluster_0
AG0335-C,cluster_0
AG0346-C,cluster_0
AG0294-C,cluster_0
AG0354-C,cluster_0
AG0368-C,cluster_0
AG0311-C,cluster_0
AG0355-C,cluster_0
AG0332-C,cluster_0
AG0361-C,cluster_0
AG0305-C,cluster_0
AG0363-C,cluster_0
AG0331-C,cluster_0
AG0309-C,cluster_0
AG0333-C,cluster_0
AG0338-C,cluster_0
AG0350-C,cluster_0
AG0321-C,cluster_0
AG0278-C,cluster_0
AG0308-C,cluster_0
AG0376-C,cluster_0
AG0370-C,cluster_0
AG0372-C,cluster_0
AG0325-C,cluster_0
AG0292-C,cluster_0
AG0297-C,cluster_0
AG0282-C,cluster_0
AG0347-C,cluster_0
AG0364-C,cluster_0
AG0328-C,cluster_0
AG0286-C,cluster_0
AG0365-C,cluster_0
AG0276-C,cluster_0
AG0271-C,cluster_0
AG0345-C,cluster_0
AG0291-C,cluster_0
AG0362-C,cluster_0
AG0340-C,cluster_0
AG0288-C,cluster_0
AG0322-C,cluster_0
AG0312-C,cluster_0
AG0316-C,cluster_0
AG0303-C,cluster_0
AG0301-C,cluster_0
AG0313-C,cluster_0
AV0043-C,cluster_6
AV0036-C,cluster_6
AV0025-C,cluster_6
AV0037-C,cluster_6
AV0026-C,cluster_6
AV0006-C,cluster_6
AV0008-C,cluster_6
AV0015-C,cluster_6
AV0010-C,cluster_6
AV0032-C,cluster_6
AV0007-C,cluster_6
AV0035-C,cluster_6
AV0012-C,cluster_6
AV0024-C,cluster_6
AV0031-C,cluster_6
AV0002-C,cluster_6
AV0014-C,cluster_6
AV0013-C,cluster_6
AV0005-C,cluster_6
AV0011-C,cluster_6
AV0027-C,cluster_6
AV0018-C,cluster_6
AV0047-C,cluster_6
AV0038-C,cluster_6
AV0040-C,cluster_6
AV0039-C,cluster_6
AV0009-C,cluster_6
AV0001-C,cluster_6
AV0041-C,cluster_6
AV0033-C,cluster_6
AV0045-C,cluster_6
AV0017-C,cluster_6
AV0022-C,cluster_6
AV0020-C,cluster_6
AV0021-C,cluster_6
AV0028-C,cluster_6
AV0023-C,cluster_6
AV0042-Cx,cluster_6
AV0044-Cx,cluster_6
AV0004-Cx,cluster_6
AV0030-Cx,cluster_6
AV0046-Cx,cluster_6
AV0029-Cx,cluster_6
AV0034-Cx,cluster_6
AV0003-Cx,cluster_6
AV0069-CW,cluster_6
AV0126-CW,cluster_6
AV0209-CW,cluster_6
AV0235-CW,cluster_6
AV0132-C,cluster_6
AV0061-C,cluster_6
AV0109-C,cluster_6
AV0074-C,cluster_6
AV0086-C,cluster_6
AV0098-C,cluster_6
AV0134-C,cluster_6
AV0113-C,cluster_6
AV0137-C,cluster_6
AV0078-C,cluster_6
AV0055-C,cluster_6
AV0067-C,cluster_6
AV0091-C,cluster_6
AV0115-C,cluster_6
AV0068-C,cluster_6
AV0080-C,cluster_6
AV0092-C,cluster_6
AV0104-C,cluster_6
AV0116-C,cluster_6
AV0128-C,cluster_6
AV0140-C,cluster_6
AV0129-C,cluster_6
AV0141-C,cluster_6
AV0058-C,cluster_6
AV0070-C,cluster_6
AV0082-C,cluster_6
AV0094-C,cluster_6
AV0106-C,cluster_6
AV0130-C,cluster_6
AV0059-C,cluster_6
AV0083-C,cluster_6
AV0095-C,cluster_6
AV0107-C,cluster_6
AV0119-C,cluster_6
AV0131-C,cluster_6
AV0142-C,cluster_6
AV0154-C,cluster_6
AV0226-C,cluster_6
AV0143-C,cluster_6
AV0179-C,cluster_6
AV0191-C,cluster_6
AV0180-C,cluster_6
AV0192-C,cluster_6
AV0170-C,cluster_6
AV0194-C,cluster_6
AV0206-C,cluster_6
AV0218-C,cluster_6
AV0171-C,cluster_6
AV0195-C,cluster_6
AV0207-C,cluster_6
AV0330-C,cluster_5
AV0342-C,cluster_5
AV0354-C,cluster_5
AV0366-C,cluster_5
AV0377-C,cluster_5
AV0387-C,cluster_5
AV0407-C,cluster_5
AV0331-C,cluster_5
AV0367-C,cluster_5
AV0378-C,cluster_5
AV0408-C,cluster_5
AV0332-C,cluster_5
AV0344-C,cluster_5
AV0356-C,cluster_5
AV0368-C,cluster_5
AV0389-C,cluster_5
AV0409-C,cluster_5
AV0333-C,cluster_5
AV0380-C,cluster_5
AV0390-C,cluster_5
AV0400-C,cluster_5
AV0410-C,cluster_5
AV0334-C,cluster_5
AV0346-C,cluster_5
AV0358-C,cluster_5
AV0381-C,cluster_5
AV0391-C,cluster_5
AV0401-C,cluster_5
AV0335-C,cluster_5
AV0347-C,cluster_5
AV0359-C,cluster_5
AV0371-C,cluster_5
AV0382-C,cluster_5
AV0392-C,cluster_5
AV0402-C,cluster_5
AV0412-C,cluster_5
AV0336-C,cluster_5
AV0360-C,cluster_5
AV0372-C,cluster_5
AV0383-C,cluster_5
AV0393-C,cluster_5
AV0403-C,cluster_5
AV0337-C,cluster_5
AV0349-C,cluster_5
AV0361-C,cluster_5
AV0373-C,cluster_5
AV0384-C,cluster_5
AV0394-C,cluster_5
AV0404-C,cluster_5
AV0414-C,cluster_5
AV0338-C,cluster_5
AV0350-C,cluster_5
AV0362-C,cluster_5
AV0405-C,cluster_5
AV0415-C,cluster_5
AV0351-C,cluster_5
AV0363-C,cluster_5
AV0375-C,cluster_5
AV0386-C,cluster_5
AV0396-C,cluster_5
AV0406-C,cluster_5
AV0340-C,cluster_5
AV0352-C,cluster_6
AV0364-C,cluster_6
AV0376-C,cluster_5
AV0341-C,cluster_6
AV0353-C,cluster_6
AV0219-C,cluster_6
AV0231-C,cluster_6
AV0160-C,cluster_6
AV0196-C,cluster_6
AV0208-C,cluster_6
AV0220-C,cluster_6
AV0232-C,cluster_6
AV0149-C,cluster_6
AV0161-C,cluster_6
AV0173-C,cluster_6
AV0185-C,cluster_6
AV0150-C,cluster_6
AV0162-C,cluster_6
AV0174-C,cluster_6
AV0186-C,cluster_6
AV0198-C,cluster_6
AV0210-C,cluster_6
AV0222-C,cluster_6
AV0234-C,cluster_6
AV0199-C,cluster_6
AV0211-C,cluster_6
AV0223-C,cluster_6
AV0152-C,cluster_6
AV0164-C,cluster_6
AV0176-C,cluster_6
AV0188-C,cluster_6
AV0200-C,cluster_6
AV0165-C,cluster_6
AV0177-C,cluster_6
AV0189-C,cluster_6
AV0201-C,cluster_6
AV0213-C,cluster_6
AV0225-C,cluster_6
AV0236-C,cluster_5
AV0248-C,cluster_5
AV0308-C,cluster_5
AV0320-C,cluster_5
AV0237-C,cluster_5
AV0249-C,cluster_5
AV0285-C,cluster_5
AV0297-C,cluster_5
AV0262-C,cluster_5
AV0263-C,cluster_5
AV0275-C,cluster_5
AV0287-C,cluster_5
AV0323-C,cluster_5
AV0241-C,cluster_5
AV0253-C,cluster_5
AV0265-C,cluster_5
AV0277-C,cluster_5
AV0325-C,cluster_5
AV0254-C,cluster_5
AV0278-C,cluster_5
AV0314-C,cluster_5
AV0243-C,cluster_5
AV0255-C,cluster_5
AV0303-C,cluster_5
AV0268-C,cluster_5
AV0280-C,cluster_5
AV0292-C,cluster_5
AV0304-C,cluster_5
AV0245-C,cluster_5
AV0293-C,cluster_5
AV0305-C,cluster_5
AQ0009-C,cluster_24
AQ0001-C,cluster_24
AQ0002-C,cluster_24
AQ0005-C,cluster_24
AQ0004-C,cluster_24
AQ0015-C,cluster_24
AQ0011-C,cluster_24
AQ0012-C,cluster_24
AQ0014-C,cluster_24
AQ0013-C,cluster_24
AJ0023-C,cluster_0
AJ0024-C,cluster_0
AJ0032-C,cluster_0
AJ0035-C,cluster_0
AJ0036-C,cluster_0
AJ0037-C,cluster_0
AJ0039-C,cluster_0
AJ0043-C,cluster_0
AJ0044-C,cluster_0
AJ0045-C,cluster_0
AJ0047-C,cluster_0
AJ0051-C,cluster_0
AJ0052-C,cluster_0
AJ0056-C,cluster_0
AJ0059-C,cluster_0
AJ0061-C,cluster_0
AJ0063-C,cluster_0
AJ0064-C,cluster_0
AJ0066-C,cluster_0
AJ0071-C,cluster_0
AJ0072-C,cluster_0
AJ0074-C,cluster_0
AJ0075-C,cluster_0
AJ0076-C,cluster_0
AJ0077-C,cluster_0
AJ0078-C,cluster_0
AJ0079-C,cluster_0
AJ0081-C,cluster_0
AJ0084-C,cluster_0
AJ0085-C,cluster_0
AJ0086-C,cluster_0
AJ0088-C,cluster_0
AJ0090-C,cluster_0
AJ0092-C,cluster_0
AJ0093-C,cluster_0
AJ0095-C,cluster_0
AJ0096-C,cluster_0
AJ0097-C,cluster_0
AJ0098-C,cluster_0
AJ0100-C,cluster_0
AJ0102-C,cluster_0
AJ0103-C,cluster_0
AJ0105-C,cluster_0
AJ0107-C,cluster_0
AJ0109-C,cluster_0
AJ0113-C,cluster_0
AJ0115-C,cluster_0
AJ0116-C,cluster_0
AJ0099-C,cluster_0
AJ0117-C,cluster_0
AJ0070-Cx,cluster_0
AJ0101-Cx,cluster_0
AJ0120-C,cluster_0
AJ0121-C,cluster_0
AJ0122-C,cluster_0
AJ0123-C,cluster_0
AJ0124-C,cluster_0
AJ0125-C,cluster_0
AJ0126-C,cluster_0
AJ0127-C,cluster_0
AJ0128-C,cluster_0
AJ0129-C,cluster_0
AJ0130-C,cluster_0
AJ0131-C,cluster_0
AJ0132-C,cluster_0
AJ0133-C,cluster_0
AJ0134-C,cluster_0
AJ0135-C,cluster_0
AJ0136-C,cluster_0
AJ0137-C,cluster_0
AJ0138-C,cluster_0
AJ0139-C,cluster_0
AJ0140-C,cluster_0
AJ0141-C,cluster_0
AJ0142-C,cluster_0
AJ0143-C,cluster_0
AJ0144-C,cluster_0
AJ0145-C,cluster_0
AJ0146-C,cluster_0
AJ0147-C,cluster_0
AJ0148-C,cluster_0
AJ0149-C,cluster_0
AJ0150-C,cluster_0
AJ0151-C,cluster_0
AJ0152-C,cluster_0
AJ0153-C,cluster_0
AJ0154-C,cluster_0
AJ0155-C,cluster_0
AJ0156-C,cluster_0
AJ0157-C,cluster_0
AJ0158-C,cluster_0
AJ0159-C,cluster_0
AJ0161-C,cluster_0
AJ0028-C,cluster_0
AJ0038-C,cluster_0
AJ0049-C,cluster_0
AJ0060-C,cluster_0
AJ0068-C,cluster_0
AJ0080-C,cluster_0
AJ0087-C,cluster_0
AJ0119-C,cluster_0
AK0041-C,cluster_7
AK0042-C,cluster_7
AK0043-C,cluster_7
AK0044-C,cluster_7
AK0046-C,cluster_7
AK0047-C,cluster_7
AK0049-C,cluster_7
AK0050-C,cluster_7
AK0051-C,cluster_7
AK0052-C,cluster_7
AK0054-C,cluster_7
AK0055-C,cluster_7
AK0056-C,cluster_7
AK0062-C,cluster_7
AK0063-C,cluster_7
AK0065-C,cluster_7
AK0067-C,cluster_7
AK0068-C,cluster_7
AK0069-C,cluster_7
AK0070-C,cluster_7
AK0071-C,cluster_7
AK0072-C,cluster_7
AK0073-C,cluster_7
AK0076-C,cluster_7
AK0077-C,cluster_7
AK0078-C,cluster_7
AK0079-C,cluster_7
AK0081-C,cluster_7
AK0082-C,cluster_7
AK0083-C,cluster_7
AK0085-C,cluster_7
AK0086-C,cluster_7
AK0087-C,cluster_7
AK0088-C,cluster_7
AK0089-C,cluster_7
AK0091-C,cluster_7
AK0093-C,cluster_7
AK0094-C,cluster_7
AK0095-C,cluster_7
AK0096-C,cluster_7
AK0098-C,cluster_7
AK0099-C,cluster_7
AK0101-C,cluster_7
AK0102-C,cluster_7
AK0104-C,cluster_7
AK0105-C,cluster_7
AK0106-C,cluster_7
AK0107-C,cluster_7
AK0108-C,cluster_7
AK0110-C,cluster_7
AK0116-C,cluster_7
AK0117-C,cluster_7
AK0119-C,cluster_7
AK0127-C,cluster_7
AK0045-Cx,cluster_7
AK0057-Cx,cluster_7
AK0060-C,cluster_7
AK0066-Cx,cluster_7
AK0075-Cx,cluster_7
AK0090-Cx,cluster_7
AK0092-Cx,cluster_7
AK0100-Cx,cluster_7
AK0103-Cx,cluster_7
AK0109-Cx,cluster_7
AK0177-C,cluster_7
AK0203-C,cluster_7
AK0207-C,cluster_7
AK0211-C,cluster_7
AK0212-C,cluster_7
AK0213-C,cluster_7
AK0214-C,cluster_7
AK0215-C,cluster_7
AK0226-C,cluster_7
AK0235-C,cluster_7
AK0236-C,cluster_7
AK0237-C,cluster_7
AK0238-C,cluster_7
AK0239-C,cluster_7
AK0274-C,cluster_7
AK0278-C,cluster_7
AK0279-C,cluster_7
AK0280-C,cluster_7
AK0281-C,cluster_7
AK0284-C,cluster_7
AK0298-C,cluster_7
AK0299-C,cluster_7
AZ0292-C,cluster_5
AZ0293-C,cluster_5
AZ0294-C,cluster_5
AZ0295-C,cluster_5
AZ0296-C,cluster_5
AZ0297-C,cluster_5
AZ0298-C,cluster_5
AZ0300-C,cluster_5
AZ0301-C,cluster_5
AZ0302-C,cluster_5
AZ0304-C,cluster_5
AZ0305-C,cluster_5
AZ0306-C,cluster_5
AZ0307-C,cluster_5
AZ0308-C,cluster_5
AZ0309-C,cluster_5
AZ0310-C,cluster_5
AZ0311-C,cluster_5
AZ0313-C,cluster_5
AZ0314-C,cluster_5
AZ0316-C,cluster_5
AZ0317-C,cluster_5
AZ0318-C,cluster_5
AZ0319-C,cluster_5
AZ0320-C,cluster_5
AZ0321-C,cluster_5
AZ0322-C,cluster_5
AZ0323-C,cluster_5
AZ0325-C,cluster_5
AZ0326-C,cluster_5
AZ0328-C,cluster_5
AZ0329-C,cluster_5
AZ0330-C,cluster_5
AZ0331-C,cluster_5
AZ0332-C,cluster_5
AZ0333-C,cluster_5
AZ0284-C,cluster_5
AZ0287-C,cluster_5
AZ0289-C,cluster_5
AZ0290-C,cluster_5
AZ0291-C,cluster_5
AZ0312-C,cluster_5
AZ0334-C,cluster_5
AZ0336-C,cluster_5
AZ0337-C,cluster_5
AZ0338-C,cluster_5
AZ0339-C,cluster_5
AZ0340-C,cluster_5
AZ0341-C,cluster_5
AZ0342-C,cluster_5
AZ0343-C,cluster_5
AZ0344-C,cluster_5
AZ0350-C,cluster_5
AZ0425-CW,cluster_5
AZ0433-CW,cluster_5
AZ0434-CW,cluster_5
AZ0416-CW,cluster_5
AZ0444-CW,cluster_5
AZ0484-CW,cluster_5
AZ0459-CW,cluster_5
AZ0253-C,cluster_5
AZ0254-C,cluster_5
AZ0255-C,cluster_5
AZ0256-C,cluster_5
AZ0258-C,cluster_5
AZ0259-C,cluster_5
AZ0260-C,cluster_5
AZ0261-C,cluster_5
AZ0263-C,cluster_5
AZ0267-C,cluster_19
AZ0268-C,cluster_19
AZ0269-C,cluster_19
AZ0270-C,cluster_19
AZ0271-C,cluster_19
AZ0272-C,cluster_5
AZ0273-C,cluster_5
AZ0274-C,cluster_5
AZ0275-C,cluster_5
AZ0276-C,cluster_5
AZ0277-C,cluster_5
AZ0278-C,cluster_5
AZ0279-C,cluster_5
AZ0280-C,cluster_19
AZ0281-C,cluster_19
AZ0282-C,cluster_19
AZ0283-C,cluster_5
VBS02049-4431STDY6672917,cluster_19
VBS02050-4431STDY6672918,cluster_19
VBS02051-4431STDY6672919,cluster_5
VBS02052-4431STDY6672920,cluster_19
VBS02054-4431STDY6672922,cluster_19
VBS02055-4431STDY6672923,cluster_5
VBS02056-4431STDY6672924,cluster_19
VBS02057-4431STDY6672925,cluster_19
VBS02058-4431STDY6672926,cluster_19
VBS02059-4431STDY6672927,cluster_5
VBS02060-4431STDY6672928,cluster_5
VBS02061-4431STDY6672929,cluster_19
VBS02062-4431STDY6672930,cluster_19
VBS02063-4431STDY6672931,cluster_19
VBS02064-4431STDY6672932,cluster_19
VBS02065-4431STDY6672933,cluster_19
VBS02066-4431STDY6672934,cluster_19
VBS02067-4431STDY6672935,cluster_19
VBS02068-4431STDY6672936,cluster_19
VBS02069-4431STDY6672937,cluster_19
VBS02070-4431STDY6672938,cluster_19
VBS02071-4431STDY6672939,cluster_19
VBS02072-4431STDY6672940,cluster_19
VBS02073-4431STDY6672941,cluster_19
VBS02077-4431STDY6772805,cluster_5
